OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEO_ID_GRP,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Shape_Leng,BLKGRP_LBL2,Shape_Length,Shape_Area
320,53,033,007501,2,530330075012,Block Group 2,G5030,S,99940,0,+47.6231203,-122.3183122,4246.3101482,Blkgrp 0075012,4246.31014819697,1075687.07141487
321,53,033,007501,3,530330075013,Block Group 3,G5030,S,109026,0,+47.6221264,-122.3141747,4628.28809116,Blkgrp 0075013,4628.28809116382,1173483.41072586
322,53,033,007502,1,530330075021,Block Group 1,G5030,S,80405,0,+47.6164470,-122.3148174,3737.07609442,Blkgrp 0075021,3737.07609439421,865441.192050002
323,53,033,007502,2,530330075022,Block Group 2,G5030,S,94229,0,+47.6188612,-122.3151969,4406.84740883,Blkgrp 0075022,4406.84740879809,1014229.36326956
324,53,033,007502,3,530330075023,Block Group 3,G5030,S,141297,0,+47.6174252,-122.3189818,5354.48639697,Blkgrp 0075023,5354.48639696549,1520832.99983762
325,53,033,007503,1,530330075031,Block Group 1,G5030,S,120046,0,+47.6137015,-122.3186757,5131.27945706,Blkgrp 0075031,5131.27945708625,1292113.79528117
326,53,033,007503,2,530330075032,Block Group 2,G5030,S,67495,0,+47.6139859,-122.3145393,3727.52611423,Blkgrp 0075032,3727.52611421709,726500.572935448
327,53,033,007600,1,530330076001,Block Group 1,G5030,S,170634,0,+47.6242270,-122.3075099,6502.16283299,Blkgrp 0076001,6502.16283296795,1836608.23066244
328,53,033,007600,2,530330076002,Block Group 2,G5030,S,213478,0,+47.6207018,-122.3052922,6509.08600683,Blkgrp 0076002,6509.08600680661,2297740.60904411
329,53,033,007600,3,530330076003,Block Group 3,G5030,S,187770,0,+47.6210493,-122.3102624,6101.59568116,Blkgrp 0076003,6101.59568114741,2021040.54924045
330,53,033,007700,1,530330077001,Block Group 1,G5030,S,395433,0,+47.6191944,-122.2940691,11335.9432094,Blkgrp 0077001,11335.9432094508,4256214.16369161
331,53,033,007700,2,530330077002,Block Group 2,G5030,S,232758,0,+47.6230424,-122.2989817,7104.93761815,Blkgrp 0077002,7104.93761815955,2505278.22092939
332,53,033,007700,3,530330077003,Block Group 3,G5030,S,242633,0,+47.6151944,-122.2992865,6606.45156096,Blkgrp 0077003,6606.45156096093,2611584.58544293
333,53,033,007700,4,530330077004,Block Group 4,G5030,S,187498,0,+47.6191757,-122.2997471,6726.12736721,Blkgrp 0077004,6726.12736720704,2018131.24952775
334,53,033,007800,1,530330078001,Block Group 1,G5030,S,804564,3632914,+47.6141558,-122.2810958,38126.578445,Blkgrp 0078001,38126.5784450295,47762574.5390262
335,53,033,007800,2,530330078002,Block Group 2,G5030,S,489415,0,+47.6092241,-122.2878529,14807.1386807,Blkgrp 0078002,14807.1386807323,5267794.13984623
336,53,033,007800,3,530330078003,Block Group 3,G5030,S,312291,0,+47.6138177,-122.2888922,10791.8626729,Blkgrp 0078003,10791.8626729206,3361307.11485837
337,53,033,007800,4,530330078004,Block Group 4,G5030,S,491470,0,+47.6197482,-122.2882776,10852.5317043,Blkgrp 0078004,10852.5317042756,5289904.8981612
338,53,033,007901,1,530330079011,Block Group 1,G5030,S,104722,0,+47.6168790,-122.3109678,4436.07681503,Blkgrp 0079011,4436.07681501542,1127161.52456806
339,53,033,007901,2,530330079012,Block Group 2,G5030,S,162509,0,+47.6128599,-122.3107175,5719.46993974,Blkgrp 0079012,5719.46993974951,1749137.97744339
340,53,033,007902,1,530330079021,Block Group 1,G5030,S,85238,0,+47.6170577,-122.3071874,4352.91280964,Blkgrp 0079021,4352.91280960864,917442.796358761
341,53,033,007902,2,530330079022,Block Group 2,G5030,S,152930,0,+47.6155405,-122.3043071,5870.11750893,Blkgrp 0079022,5870.11750890791,1646036.48922063
342,53,033,007902,3,530330079023,Block Group 3,G5030,S,193076,0,+47.6122261,-122.3062009,6879.0451831,Blkgrp 0079023,6879.04518309202,2078158.51442839
343,53,033,008002,1,530330080021,Block Group 1,G5030,S,51341,0,+47.6110360,-122.3420826,3673.33305499,Blkgrp 0080021,3673.3330549659,552615.438648386
344,53,033,008002,2,530330080022,Block Group 2,G5030,S,119194,0,+47.6123896,-122.3478015,4969.17822467,Blkgrp 0080022,4969.17822468543,1282930.46135975
345,53,033,008002,3,530330080023,Block Group 3,G5030,S,63779,0,+47.6123777,-122.3434422,3637.0426352,Blkgrp 0080023,3637.04263521983,686483.908321167
346,53,033,008003,1,530330080031,Block Group 1,G5030,S,69315,0,+47.6143141,-122.3461221,3603.74767765,Blkgrp 0080031,3603.74767763042,746075.455465572
347,53,033,008003,2,530330080032,Block Group 2,G5030,S,54958,0,+47.6161877,-122.3492907,3125.14865535,Blkgrp 0080032,3125.14865533051,591540.88047658
348,53,033,008003,3,530330080033,Block Group 3,G5030,S,72879,0,+47.6178177,-122.3531186,4568.39258737,Blkgrp 0080033,4568.39258739222,784427.375356517
349,53,033,008004,1,530330080041,Block Group 1,G5030,S,36855,0,+47.6154732,-122.3510574,3107.91362331,Blkgrp 0080041,3107.91362331143,396678.942927666
350,53,033,008004,2,530330080042,Block Group 2,G5030,S,51591,0,+47.6142369,-122.3518203,3037.89648297,Blkgrp 0080042,3037.89648294837,555306.940078135
351,53,033,008004,3,530330080043,Block Group 3,G5030,S,196180,526767,+47.6177571,-122.3594114,16163.257814,Blkgrp 0080043,16163.2578140491,7781376.53349258
352,53,033,008101,1,530330081011,Block Group 1,G5030,S,98582,0,+47.6091183,-122.3427662,5089.13825436,Blkgrp 0081011,5089.13825436558,1061110.19479856
353,53,033,008101,2,530330081012,Block Group 2,G5030,S,58785,0,+47.6085967,-122.3392977,4013.84711961,Blkgrp 0081012,4013.84711964237,632739.709910153
354,53,033,008101,3,530330081013,Block Group 3,G5030,S,112957,277671,+47.6074716,-122.3427956,9993.77916371,Blkgrp 0081013,9993.7791637319,4204499.65054854
355,53,033,008102,1,530330081021,Block Group 1,G5030,S,260257,0,+47.6085262,-122.3358945,7690.33860293,Blkgrp 0081021,7690.33860292227,2801291.55438421
356,53,033,008102,2,530330081022,Block Group 2,G5030,S,296448,91220,+47.6032567,-122.3360983,10613.0929602,Blkgrp 0081022,10613.0929601608,4172657.41090348
357,53,033,008200,1,530330082001,Block Group 1,G5030,S,242153,0,+47.6107502,-122.3331787,8080.11465744,Blkgrp 0082001,8080.11465745049,2606436.3637336
358,53,033,008200,2,530330082002,Block Group 2,G5030,S,69243,0,+47.6081555,-122.3290708,3414.88369092,Blkgrp 0082002,3414.88369090094,745297.575851892
359,53,033,008200,3,530330082003,Block Group 3,G5030,S,64389,0,+47.6108470,-122.3300733,3872.92923582,Blkgrp 0082003,3872.92923583251,693039.886219034
360,53,033,008300,1,530330083001,Block Group 1,G5030,S,122805,0,+47.6100701,-122.3264163,5227.03768274,Blkgrp 0083001,5227.03768276216,1321813.96962083
361,53,033,008300,2,530330083002,Block Group 2,G5030,S,115150,0,+47.6136823,-122.3297023,5558.91417126,Blkgrp 0083002,5558.91417128696,1239462.52822669
362,53,033,008401,1,530330084011,Block Group 1,G5030,S,87702,0,+47.6150287,-122.3220106,4643.62018075,Blkgrp 0084011,4643.62018078358,943976.798933946
363,53,033,008401,2,530330084012,Block Group 2,G5030,S,49467,0,+47.6121378,-122.3245457,3604.56832812,Blkgrp 0084012,3604.56832810102,532437.479499146
364,53,033,008401,3,530330084013,Block Group 3,G5030,S,113752,0,+47.6104268,-122.3222102,5079.09316803,Blkgrp 0084013,5079.0931680401,1224352.33085004
365,53,033,008402,1,530330084021,Block Group 1,G5030,S,53753,0,+47.6153142,-122.3253316,3310.26968536,Blkgrp 0084021,3310.26968533415,578561.333762993
366,53,033,008402,2,530330084022,Block Group 2,G5030,S,44157,0,+47.6154874,-122.3278038,2963.1310703,Blkgrp 0084022,2963.13107029672,475299.001826425
367,53,033,008402,3,530330084023,Block Group 3,G5030,S,47536,0,+47.6137815,-122.3250983,3617.56735985,Blkgrp 0084023,3617.56735982341,511647.379583112
368,53,033,008500,1,530330085001,Block Group 1,G5030,S,155715,0,+47.6062025,-122.3270155,6348.10302191,Blkgrp 0085001,6348.10302193391,1676051.98616132
369,53,033,008500,2,530330085002,Block Group 2,G5030,S,151362,0,+47.6053339,-122.3223112,6635.813891,Blkgrp 0085002,6635.81389097284,1629180.26785762
370,53,033,008500,3,530330085003,Block Group 3,G5030,S,143901,0,+47.6032588,-122.3255078,5019.66892157,Blkgrp 0085003,5019.66892155675,1548889.06530419
371,53,033,008600,1,530330086001,Block Group 1,G5030,S,221773,0,+47.6095621,-122.3148055,6848.26798343,Blkgrp 0086001,6848.26798342703,2387061.0834976
372,53,033,008600,2,530330086002,Block Group 2,G5030,S,226349,0,+47.6035857,-122.3161999,7744.00936997,Blkgrp 0086002,7744.0093699626,2436305.53502058
373,53,033,008600,3,530330086003,Block Group 3,G5030,S,192770,0,+47.6091271,-122.3186723,6392.74429105,Blkgrp 0086003,6392.74429106583,2074890.65839507
374,53,033,008600,4,530330086004,Block Group 4,G5030,S,70458,0,+47.6051076,-122.3187675,3946.43713167,Blkgrp 0086004,3946.43713165508,758359.348716244
375,53,033,008700,1,530330087001,Block Group 1,G5030,S,343313,0,+47.6082095,-122.3079030,8022.17465355,Blkgrp 0087001,8022.17465355043,3695224.88698526
376,53,033,008700,2,530330087002,Block Group 2,G5030,S,164030,0,+47.6040426,-122.3047415,5808.64011522,Blkgrp 0087002,5808.64011523468,1765554.79086614
377,53,033,008700,3,530330087003,Block Group 3,G5030,S,225042,0,+47.6038073,-122.3098427,6503.97082399,Blkgrp 0087003,6503.97082400932,2422233.49164967
378,53,033,008800,1,530330088001,Block Group 1,G5030,S,330280,0,+47.6109878,-122.2977140,7876.0631626,Blkgrp 0088001,7876.06316258096,3554942.19770194
379,53,033,008800,2,530330088002,Block Group 2,G5030,S,403914,0,+47.6066618,-122.2976100,8606.29035072,Blkgrp 0088002,8606.29035070579,4347538.34947296
380,53,033,008800,3,530330088003,Block Group 3,G5030,S,214387,0,+47.6029535,-122.2975487,6774.59529828,Blkgrp 0088003,6774.59529828161,2307558.31101203
381,53,033,008900,1,530330089001,Block Group 1,G5030,S,438670,1798066,+47.6010291,-122.2852290,22488.7546976,Blkgrp 0089001,22488.7546975688,24075158.9432997
382,53,033,008900,2,530330089002,Block Group 2,G5030,S,304752,0,+47.5950361,-122.2945953,7429.22538135,Blkgrp 0089002,7429.2253813726,3280186.12644487
383,53,033,008900,3,530330089003,Block Group 3,G5030,S,294037,0,+47.5998402,-122.2973998,7622.2164624,Blkgrp 0089003,7622.21646241386,3164849.11910355
384,53,033,008900,4,530330089004,Block Group 4,G5030,S,232574,0,+47.5950433,-122.2999730,6944.09889184,Blkgrp 0089004,6944.09889183604,2503309.40423328
385,53,033,009000,1,530330090001,Block Group 1,G5030,S,400874,0,+47.5987382,-122.3130772,8249.90659085,Blkgrp 0090001,8249.90659084149,4314819.9960463
386,53,033,009000,2,530330090002,Block Group 2,G5030,S,171420,0,+47.5992148,-122.3070367,6794.13583882,Blkgrp 0090002,6794.13583882773,1845078.12815555
387,53,033,009000,3,530330090003,Block Group 3,G5030,S,283578,0,+47.5963044,-122.3041275,8916.66948551,Blkgrp 0090003,8916.66948551226,3052275.07259623
388,53,033,009100,1,530330091001,Block Group 1,G5030,S,300544,0,+47.5987050,-122.3202752,8656.4057759,Blkgrp 0091001,8656.40577591465,3234873.61251995
389,53,033,009100,2,530330091002,Block Group 2,G5030,S,110077,0,+47.5975099,-122.3257202,4400.29286398,Blkgrp 0091002,4400.29286397631,1184811.65339961
390,53,033,009200,1,530330092001,Block Group 1,G5030,S,133446,0,+47.6003466,-122.3257557,5221.04332875,Blkgrp 0092001,5221.04332876043,1436342.58647425
391,53,033,009200,2,530330092002,Block Group 2,G5030,S,205005,154864,+47.5999398,-122.3369628,9898.4159707,Blkgrp 0092002,9898.4159706986,3873467.47996835
392,53,033,009300,1,530330093001,Block Group 1,G5030,S,756814,0,+47.5906699,-122.3214206,15070.3880115,Blkgrp 0093001,15070.3880114479,8145979.21594949
393,53,033,009300,2,530330093002,Block Group 2,G5030,S,2231135,384347,+47.5892742,-122.3359919,25570.4428169,Blkgrp 0093002,25570.4428169084,28151802.3021317
394,53,033,009300,3,530330093003,Block Group 3,G5030,S,6456161,254704,+47.5693884,-122.3303561,42010.9101658,Blkgrp 0093003,42010.9101657854,72232941.4314523
395,53,033,009400,1,530330094001,Block Group 1,G5030,S,151628,0,+47.5879974,-122.3134131,6427.31020804,Blkgrp 0094001,6427.3102080247,1632056.13891077
396,53,033,009400,2,530330094002,Block Group 2,G5030,S,491285,0,+47.5842433,-122.3063685,10154.5419701,Blkgrp 0094002,10154.5419700985,5287971.70833449
397,53,033,009400,3,530330094003,Block Group 3,G5030,S,255809,0,+47.5840515,-122.3136851,7458.88522203,Blkgrp 0094003,7458.88522203659,2753397.53481867
398,53,033,009400,4,530330094004,Block Group 4,G5030,S,515241,0,+47.5920472,-122.3082949,12350.1188124,Blkgrp 0094004,12350.1188123918,5545785.46479738
399,53,033,009400,5,530330094005,Block Group 5,G5030,S,272348,0,+47.5914415,-122.3142309,8889.85668719,Blkgrp 0094005,8889.85668716808,2931414.82905974
400,53,033,009500,1,530330095001,Block Group 1,G5030,S,688508,143505,+47.5865710,-122.2870743,24033.2244661,Blkgrp 0095001,24033.2244660586,8955400.27791081
401,53,033,009500,2,530330095002,Block Group 2,G5030,S,773966,0,+47.5867870,-122.2980471,12931.9278169,Blkgrp 0095002,12931.9278169527,8330587.73249544
402,53,033,009500,3,530330095003,Block Group 3,G5030,S,677502,2772765,+47.5783426,-122.2831943,27962.1239311,Blkgrp 0095003,27962.1239311026,37137119.4933684
403,53,033,009500,4,530330095004,Block Group 4,G5030,S,457741,0,+47.5773539,-122.2945068,10617.2850174,Blkgrp 0095004,10617.2850173731,4926930.85106776
404,53,033,009600,1,530330096001,Block Group 1,G5030,S,511140,0,+47.5846019,-122.3817552,10660.6950418,Blkgrp 0096001,10660.6950417858,5501686.74197659
405,53,033,009600,2,530330096002,Block Group 2,G5030,S,655247,1385222,+47.5923514,-122.3880451,27113.5019804,Blkgrp 0096002,27113.5019803525,21962618.7883098
406,53,033,009600,3,530330096003,Block Group 3,G5030,S,419353,0,+47.5835698,-122.3929394,12758.1285445,Blkgrp 0096003,12758.1285445389,4513732.09830715
407,53,033,009600,4,530330096004,Block Group 4,G5030,S,321182,0,+47.5875687,-122.3887421,8540.92867711,Blkgrp 0096004,8540.92867712305,3457047.98596414
408,53,033,009701,1,530330097011,Block Group 1,G5030,S,328883,720640,+47.5766864,-122.4171129,15909.1650075,Blkgrp 0097011,15909.165007483,11296604.6986053
409,53,033,009701,2,530330097012,Block Group 2,G5030,S,712606,305725,+47.5640404,-122.4042820,17919.3146249,Blkgrp 0097012,17919.3146249334,10960937.2988119
410,53,033,009701,3,530330097013,Block Group 3,G5030,S,359555,327568,+47.5801828,-122.4088778,13596.1736979,Blkgrp 0097013,13596.1736979022,7395893.42331896
411,53,033,009701,4,530330097014,Block Group 4,G5030,S,460314,253190,+47.5717153,-122.4102439,15769.4788108,Blkgrp 0097014,15769.4788108257,7679860.98326843
412,53,033,009702,1,530330097021,Block Group 1,G5030,S,443715,0,+47.5758088,-122.3918181,10587.0585904,Blkgrp 0097021,10587.0585904539,4775980.49310582
413,53,033,009702,2,530330097022,Block Group 2,G5030,S,763229,0,+47.5772355,-122.3987460,15196.577772,Blkgrp 0097022,15196.5777720295,8215056.92934956
414,53,033,009702,3,530330097023,Block Group 3,G5030,S,534214,0,+47.5637776,-122.3942859,12633.6562505,Blkgrp 0097023,12633.6562505974,5750045.968083
415,53,033,009702,4,530330097024,Block Group 4,G5030,S,479283,0,+47.5689939,-122.3974574,13135.6580568,Blkgrp 0097024,13135.6580567389,5158824.03566563
416,53,033,009801,1,530330098011,Block Group 1,G5030,S,373797,0,+47.5783976,-122.3853220,8003.01910483,Blkgrp 0098011,8003.01910484293,4023393.86687159
417,53,033,009801,2,530330098012,Block Group 2,G5030,S,354101,0,+47.5761143,-122.3792021,9312.13290961,Blkgrp 0098012,9312.1329096172,3811389.04999981
418,53,033,009801,3,530330098013,Block Group 3,G5030,S,276810,0,+47.5735433,-122.3852420,7166.20781148,Blkgrp 0098013,7166.20781147924,2979466.02294231
419,53,033,009802,1,530330098021,Block Group 1,G5030,S,325288,0,+47.5682608,-122.3792281,9307.07277704,Blkgrp 0098021,9307.07277701926,3501274.95094063
420,53,033,009802,2,530330098022,Block Group 2,G5030,S,324734,0,+47.5647093,-122.3841619,7899.71447404,Blkgrp 0098022,7899.71447401779,3495330.93121395
421,53,033,009802,3,530330098023,Block Group 3,G5030,S,272297,0,+47.5690188,-122.3863122,7304.44258633,Blkgrp 0098023,7304.44258633986,2930904.64092587
422,53,033,009900,1,530330099001,Block Group 1,G5030,S,426893,0,+47.5710088,-122.3744305,13347.129433,Blkgrp 0099001,13347.1294330349,4594902.46304479
423,53,033,009900,2,530330099002,Block Group 2,G5030,S,1022112,0,+47.5597250,-122.3710568,15164.2020425,Blkgrp 0099002,15164.2020425079,11001651.6817756
424,53,033,009900,3,530330099003,Block Group 3,G5030,S,1064575,0,+47.5643915,-122.3588584,15528.2047705,Blkgrp 0099003,15528.2047705687,11458646.4161947
425,53,033,009900,4,530330099004,Block Group 4,G5030,S,4051590,2370735,+47.5794536,-122.3550326,43967.9761233,Blkgrp 0099004,43967.9761233636,69127124.4805804
426,53,033,010001,1,530330100011,Block Group 1,G5030,S,1001453,0,+47.5712450,-122.3020462,18662.3014162,Blkgrp 0100011,18662.3014161608,10779264.7523028
427,53,033,010001,2,530330100012,Block Group 2,G5030,S,836513,60359,+47.5679072,-122.3098236,14156.4007202,Blkgrp 0100012,14156.4007202741,9653582.24344671
428,53,033,010001,3,530330100013,Block Group 3,G5030,S,429190,0,+47.5646686,-122.2986246,13851.787818,Blkgrp 0100013,13851.7878180274,4619627.60956828
429,53,033,010002,1,530330100021,Block Group 1,G5030,S,275099,0,+47.5733773,-122.3086424,8533.30177576,Blkgrp 0100021,8533.30177576828,2961044.30031415
430,53,033,010002,2,530330100022,Block Group 2,G5030,S,284252,0,+47.5772821,-122.3134728,8944.70293609,Blkgrp 0100022,8944.70293609556,3059560.08202036
431,53,033,010002,3,530330100023,Block Group 3,G5030,S,388726,0,+47.5783490,-122.3073765,8697.93800083,Blkgrp 0100023,8697.93800082924,4184041.2618952
432,53,033,010101,1,530330101011,Block Group 1,G5030,S,211305,0,+47.5702664,-122.2933435,7104.70325196,Blkgrp 0101011,7104.70325200654,2274410.76083257
433,53,033,010101,2,530330101012,Block Group 2,G5030,S,233982,0,+47.5652487,-122.2941699,9061.37716758,Blkgrp 0101012,9061.37716759247,2518487.47643449
434,53,033,010101,3,530330101013,Block Group 3,G5030,S,426335,0,+47.5637362,-122.2874804,11868.4500692,Blkgrp 0101013,11868.4500691788,4588911.8932736
435,53,033,010102,1,530330101021,Block Group 1,G5030,S,914245,2170065,+47.5660585,-122.2688521,23419.1056065,Blkgrp 0101021,23419.1056065396,33198349.6318577
436,53,033,010102,2,530330101022,Block Group 2,G5030,S,528744,0,+47.5676706,-122.2839417,12246.2370911,Blkgrp 0101022,12246.2370910864,5691185.52448083
437,53,033,010102,3,530330101023,Block Group 3,G5030,S,180236,0,+47.5711016,-122.2869938,5871.17853628,Blkgrp 0101023,5871.17853627759,1939979.67633519
438,53,033,010200,1,530330102001,Block Group 1,G5030,S,655263,135072,+47.5559532,-122.2642571,11955.4603942,Blkgrp 0102001,11955.4603942187,8506912.02413974
439,53,033,010200,2,530330102002,Block Group 2,G5030,S,1431004,1941546,+47.5564564,-122.2517138,32017.3841273,Blkgrp 0102002,32017.3841272021,36300969.0892698
440,53,033,010200,3,530330102003,Block Group 3,G5030,S,320276,0,+47.5493747,-122.2726676,8906.44267785,Blkgrp 0102003,8906.4426778141,3447345.90694039
441,53,033,010200,4,530330102004,Block Group 4,G5030,S,388990,0,+47.5556224,-122.2726222,9895.63202363,Blkgrp 0102004,9895.6320236205,4186969.71806679
442,53,033,010301,1,530330103011,Block Group 1,G5030,S,366464,0,+47.5562235,-122.2779467,9169.61407772,Blkgrp 0103011,9169.61407770665,3944493.57559404
443,53,033,010301,2,530330103012,Block Group 2,G5030,S,365649,0,+47.5492337,-122.2799211,9354.45283038,Blkgrp 0103012,9354.45283034867,3935727.92355227
444,53,033,010301,3,530330103013,Block Group 3,G5030,S,270545,0,+47.5505901,-122.2850548,8769.9146799,Blkgrp 0103013,8769.91467989791,2912040.9657156
445,53,033,010302,1,530330103021,Block Group 1,G5030,S,169057,0,+47.5591218,-122.2891868,5912.79693939,Blkgrp 0103021,5912.79693941347,1819679.93395012
446,53,033,010302,2,530330103022,Block Group 2,G5030,S,214462,0,+47.5555602,-122.2868140,6222.52082533,Blkgrp 0103022,6222.52082532211,2308375.21421159
447,53,033,010302,3,530330103023,Block Group 3,G5030,S,248648,0,+47.5577575,-122.2828278,8361.84833479,Blkgrp 0103023,8361.84833480214,2676363.60237688
448,53,033,010401,1,530330104011,Block Group 1,G5030,S,465671,0,+47.5572465,-122.2947514,11009.6432019,Blkgrp 0104011,11009.6432019637,5012318.34652765
449,53,033,010401,2,530330104012,Block Group 2,G5030,S,635956,0,+47.5542559,-122.2974777,15503.9718064,Blkgrp 0104012,15503.971806398,6845237.0588679
450,53,033,010401,3,530330104013,Block Group 3,G5030,S,528247,0,+47.5483909,-122.2940491,10855.2796955,Blkgrp 0104013,10855.2796955642,5685865.62366315
451,53,033,010402,1,530330104021,Block Group 1,G5030,S,625994,0,+47.5510354,-122.3116052,14029.5538644,Blkgrp 0104021,14029.5538644348,6737985.2311222
452,53,033,010402,2,530330104022,Block Group 2,G5030,S,473351,0,+47.5578184,-122.3085930,10335.558375,Blkgrp 0104022,10335.5583749644,5094984.50093385
453,53,033,010402,3,530330104023,Block Group 3,G5030,S,291143,0,+47.5502162,-122.3037564,9782.21361866,Blkgrp 0104023,9782.21361864188,3133768.60053466
454,53,033,010402,4,530330104024,Block Group 4,G5030,S,352383,0,+47.5570049,-122.3149338,9974.42760744,Blkgrp 0104024,9974.42760745589,3792954.56224772
455,53,033,010501,1,530330105011,Block Group 1,G5030,S,182787,0,+47.5583899,-122.3821101,5944.20113231,Blkgrp 0105011,5944.20113230735,1967445.77337271
456,53,033,010501,2,530330105012,Block Group 2,G5030,S,359574,0,+47.5550132,-122.3795650,9181.260131,Blkgrp 0105012,9181.26013097285,3870306.78366877
457,53,033,010501,3,530330105013,Block Group 3,G5030,S,199655,0,+47.5616228,-122.3792631,7181.62808703,Blkgrp 0105013,7181.62808700753,2148994.15827203
458,53,033,010502,1,530330105021,Block Group 1,G5030,S,305998,0,+47.5601372,-122.3906965,7747.12587596,Blkgrp 0105021,7747.12587596587,3293645.62535484
459,53,033,010502,2,530330105022,Block Group 2,G5030,S,378051,0,+47.5548954,-122.3917632,9132.54301114,Blkgrp 0105022,9132.54301113213,4069196.27166621
460,53,033,010502,3,530330105023,Block Group 3,G5030,S,190946,0,+47.5558241,-122.3862529,7674.4665821,Blkgrp 0105023,7674.46658208424,2055282.84485981
461,53,033,010502,4,530330105024,Block Group 4,G5030,S,100917,0,+47.5605109,-122.3853235,5280.37341075,Blkgrp 0105024,5280.37341074051,1086226.59996571
462,53,033,010601,1,530330106011,Block Group 1,G5030,S,326080,0,+47.5502223,-122.3817119,7959.69150941,Blkgrp 0106011,7959.69150941311,3509822.14374885
463,53,033,010601,2,530330106012,Block Group 2,G5030,S,327297,0,+47.5465998,-122.3817871,7994.85609583,Blkgrp 0106012,7994.8560958368,3522913.73072264
464,53,033,010601,3,530330106013,Block Group 3,G5030,S,435856,0,+47.5423429,-122.3816217,9197.06649236,Blkgrp 0106013,9197.06649233002,4691426.4494103
465,53,033,010602,1,530330106021,Block Group 1,G5030,S,451524,0,+47.5430026,-122.3911262,9606.50974833,Blkgrp 0106021,9606.50974833445,4860071.78926057
466,53,033,010602,2,530330106022,Block Group 2,G5030,S,750287,817134,+47.5585944,-122.4026028,20487.5008206,Blkgrp 0106022,20487.5008206295,16871194.596018
467,53,033,010602,3,530330106023,Block Group 3,G5030,S,303250,0,+47.5494385,-122.3904553,7252.17520862,Blkgrp 0106023,7252.17520860937,3264103.60149142
468,53,033,010701,1,530330107011,Block Group 1,G5030,S,505007,3664,+47.5364362,-122.3678239,11289.1994537,Blkgrp 0107011,11289.199453754,5475199.55425134
469,53,033,010701,2,530330107012,Block Group 2,G5030,S,399288,0,+47.5430946,-122.3635153,11496.354128,Blkgrp 0107012,11496.3541280384,4297806.80449745
470,53,033,010701,3,530330107013,Block Group 3,G5030,S,553089,0,+47.5481903,-122.3668146,14885.3723409,Blkgrp 0107013,14885.3723408055,5953279.36387761
471,53,033,010702,1,530330107021,Block Group 1,G5030,S,299733,0,+47.5509041,-122.3729848,8545.30981333,Blkgrp 0107021,8545.30981328657,3226210.11555223
472,53,033,010702,2,530330107022,Block Group 2,G5030,S,206318,0,+47.5462419,-122.3716422,7078.14997019,Blkgrp 0107022,7078.14997014429,2220774.80090208
473,53,033,010702,3,530330107023,Block Group 3,G5030,S,274064,0,+47.5427306,-122.3742059,7997.90595163,Blkgrp 0107023,7997.90595163465,2949941.876595
474,53,033,010800,1,530330108001,Block Group 1,G5030,S,2763631,322633,+47.5519270,-122.3494180,31774.3635295,Blkgrp 0108001,31774.3635295363,33219560.2891746
475,53,033,010800,2,530330108002,Block Group 2,G5030,S,782588,0,+47.5436806,-122.3582204,14604.6858702,Blkgrp 0108002,14604.6858701595,8423510.99487673
476,53,033,010800,3,530330108003,Block Group 3,G5030,S,594306,0,+47.5546511,-122.3604168,13209.7634256,Blkgrp 0108003,13209.7634255986,6396909.9449059
477,53,033,010900,1,530330109001,Block Group 1,G5030,S,3090797,159511,+47.5350646,-122.3059313,27011.2061929,Blkgrp 0109001,27011.2061928876,34985411.9328936
478,53,033,010900,2,530330109002,Block Group 2,G5030,S,2298984,255418,+47.5467697,-122.3290013,23489.4276558,Blkgrp 0109002,23489.4276558353,27494746.8641177
479,53,033,011001,1,530330110011,Block Group 1,G5030,S,236055,0,+47.5339962,-122.2825606,7687.0064658,Blkgrp 0110011,7687.00646581128,2540845.67597279
480,53,033,011001,2,530330110012,Block Group 2,G5030,S,424353,0,+47.5436553,-122.2897613,12140.8614717,Blkgrp 0110012,12140.8614717026,4567611.82554595
481,53,033,011001,3,530330110013,Block Group 3,G5030,S,419983,0,+47.5371805,-122.2878085,13593.6332534,Blkgrp 0110013,13593.6332534296,4520583.57206925
482,53,033,011002,1,530330110021,Block Group 1,G5030,S,1101577,0,+47.5398636,-122.3013245,20696.8870265,Blkgrp 0110021,20696.8870264548,11857028.5383372
483,53,033,011002,2,530330110022,Block Group 2,G5030,S,321842,0,+47.5440896,-122.2973777,9294.94770028,Blkgrp 0110022,9294.94770032018,3464213.53672088
484,53,033,011002,3,530330110023,Block Group 3,G5030,S,296150,0,+47.5395145,-122.2932746,8017.25413273,Blkgrp 0110023,8017.25413273708,3187666.38223627
485,53,033,011101,1,530330111011,Block Group 1,G5030,S,287269,0,+47.5401039,-122.2767066,9525.63750312,Blkgrp 0111011,9525.63750312809,3092081.55993824
486,53,033,011101,2,530330111012,Block Group 2,G5030,S,145599,0,+47.5369263,-122.2777395,5354.10057201,Blkgrp 0111012,5354.10057205703,1567170.94512163
487,53,033,011101,3,530330111013,Block Group 3,G5030,S,316963,0,+47.5349389,-122.2748496,10425.4370564,Blkgrp 0111013,10425.4370564323,3411702.3000561
